	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84
1055	0.04037	-159.39309	0.01446	-0.00088	-0.01742	-0.00086	-0.71825	-396.72511	-5.77795	-0.00313	-0.09451	-0.00105	-0.18263	-246.44369	-3.09861	-0.00121	-0.02682	2e-05	0.338	252.58411	4.94208	0.00283	0.07008	0.00118	0.14728	-39.14166	1.49903	-0.00076	-0.00937	-0.00093	-0.6452	-34.12984	-4.38762	-0.00026	-0.02452	-0.00158	0.07778	372.78363	-1.73604	0.00137	0.06233	0.00199	0.84626	-152.89766	6.78562	-0.00015	-0.01161	0.00028	0.09789	-262.68074	2.27491	-0.00277	-0.08912	-0.00017	-0.66455	194.34266	-4.08729	0.00138	0.01331	-0.00141	-0.47815	-220.16284	-7.53187	-0.00023	0.01494	0.00125	0.32196	114.23703	3.57625	0.00104	0.03391	0.00091	0.52981	-599.40484	3.93396	-0.0039	-0.09666	-0.00211	-0.01267	661.15453	4.58562	0.00383	0.08393	-0.00176
1056	-0.15435	8.79884	-1.12198	0.0004	0.00113	0.0002	-0.15617	-526.98972	-1.19735	-0.00408	-0.06373	0.00022	-0.11954	-230.88338	-0.97833	-0.00232	-0.03359	-1e-05	0.05795	73.59327	-0.5104	0.0004	0.00837	-0.00012	0.29434	275.45484	2.50411	0.00204	0.02668	-0.00011	-0.5909	-126.10501	-4.67037	-0.00056	-0.00073	-0.00037	-0.00431	2.83734	-1.63306	4e-05	0.00203	-2e-05	0.23719	355.08551	3.29825	0.00236	0.02156	-0.00029	0.11279	48.13373	0.32278	-8e-05	0.01035	0.0	0.19079	-623.66222	2.39044	-0.00422	-0.08543	-0.00039	-0.45618	-508.51716	-5.58806	-0.00285	-0.02487	-0.00025	0.23514	939.59929	0.83111	0.0071	0.1341	0.00023	-0.19974	653.30684	2.44944	0.00633	0.07027	-0.0002	0.22606	-1877.42649	-0.92889	-0.01464	-0.25249	-0.0002
1057	0.02615	610.52289	1.53303	0.00189	0.07	0.00103	0.00967	-181.06536	-0.06223	-0.0015	-0.02595	-0.00063	-0.04131	-418.5056	-1.24704	-0.00152	-0.04712	-0.00027	-0.05155	-277.43037	-1.29031	-0.00031	-0.0202	0.00014	-0.00711	-58.42009	-0.20262	0.00018	-0.0035	0.00035	0.02867	533.82655	0.93492	0.00297	0.05552	-0.00034	0.05075	553.13151	1.53884	0.00149	0.07115	-0.00136	0.01941	-292.20782	0.43665	-0.00346	-0.05669	-0.00113	-0.01076	-1198.54027	-1.20449	-0.00768	-0.1697	-0.00045	-0.04652	-568.64036	-1.32929	-0.00207	-0.0772	-0.00023	-0.06442	-706.06716	-2.15982	-0.00233	-0.07757	-0.00011	-0.13372	-679.17849	-2.09938	-0.00183	-0.0694	-0.00024	-0.0816	-959.72649	-2.51182	-0.00286	-0.10524	-0.00037	-0.08528	-206.37316	-1.18516	0.00043	0.00493	-5e-05
1058	-0.60393	-654.41911	-3.00046	-0.0045	-0.10591	-0.00111	-0.40489	275.20213	-1.5436	0.00219	0.05519	9e-05	0.23734	644.65357	2.33207	0.00222	0.0506	0.00141	0.37614	-868.57122	0.26767	-0.00443	-0.0897	-0.00163	-0.54494	359.13118	-0.5896	0.00159	-0.0007	0.00116	-0.18188	-153.81619	-1.96293	-0.00108	-0.03604	0.00016	0.06849	-794.05757	1.4554	-0.0036	-0.10672	-0.0022	0.95777	111.89827	3.26726	0.00162	0.03126	-9e-05	-1.11619	-10.30116	-6.2766	-0.00011	0.00515	-0.00044	0.08778	-576.34689	0.95	-0.00174	-0.06369	-0.00168	1.64144	576.40268	4.7299	0.00398	0.13886	0.00079	-1.31422	-327.57182	-5.75693	-0.00175	-0.03467	-0.00098	-1.10743	323.92484	-1.2896	0.00145	0.02349	0.00026	1.14633	433.19484	6.1504	0.00068	0.0043	0.00129
1059	-0.25278	-16.37389	0.06873	-0.0	-0.02544	7e-05	0.475	-383.19914	-1.74402	-0.00168	0.00181	-9e-05	-0.17159	120.94923	-0.89361	0.00129	0.0144	2e-05	-0.16526	-11.28942	-0.43919	-0.00138	-0.04313	-3e-05	-0.02488	-264.2818	-4.21189	-0.00059	0.02704	-0.00026	-0.67177	-357.01471	-2.96185	-0.00246	-0.04674	-0.00011	0.03072	242.5149	3.72278	8e-05	-0.00977	0.00015	-0.79744	-146.22646	-0.11841	-0.00096	-0.05095	0.00019	-0.27768	-646.6806	1.45333	-0.00646	-0.12159	-5e-05	-0.18886	734.6804	2.36244	0.0042	0.07327	0.00012	0.94464	703.8169	5.47361	0.00547	0.04194	-1e-05	0.17698	-169.4156	-2.89444	-0.00128	0.04155	-0.00035	0.33194	-602.6136	-4.55222	-0.00526	-0.06542	-0.00036	-0.55566	-1000.2816	-8.85889	-0.0097	-0.15952	-0.00019
1060	-0.22935	-501.85348	-2.955	-0.00197	-0.04561	4e-05	-0.10718	566.28902	0.31385	0.0026	0.06221	-0.00026	-0.0083	-528.09996	-1.64083	-0.0027	-0.05761	-0.00048	0.1603	267.58932	2.11182	0.00098	0.01186	0.00035	-0.13719	-418.60436	-0.846	-0.00202	-0.04046	2e-05	0.0816	360.27916	0.64333	0.00167	0.03249	-0.00066	0.02349	-620.00946	-0.49	-0.00357	-0.09191	-0.00034	-0.28145	283.80071	-1.68857	0.00138	0.03264	-0.0004	0.37718	-465.75218	3.65	-0.00229	-0.06454	0.00057	-0.05582	313.57058	-2.81	0.00186	0.05491	-0.00078	-0.07056	341.21671	0.9525	0.00203	0.05208	-6e-05	-0.31629	-16.7504	-4.08333	0.00018	0.00508	1e-05	0.54961	597.12604	7.045	0.00153	0.04584	0.0006	-0.34779	-1025.24196	-3.52	-0.00384	-0.10004	-0.00049
1061	0.07233	74.04146	1.21181	0.00019	-0.00799	-0.00075	-0.31882	-358.78655	-0.16662	-0.00376	-0.10413	-0.00044	0.14197	-228.48857	-1.12507	-3e-05	0.006	-1e-05	-0.40891	-237.22622	-3.36299	-0.00111	-0.00976	-0.00109	-0.33297	-136.5652	-1.61949	-0.00102	-0.01291	0.00018	-0.39324	526.70782	-0.96803	0.00342	0.09006	-0.00044	0.01705	481.91885	1.05979	0.00152	0.04883	0.0023	-0.34452	-844.08354	1.70871	-0.00654	-0.24046	-0.00028	0.32326	-96.84573	0.11527	0.00021	-0.01191	-0.00095	1.50418	-183.4164	1.61684	0.00291	0.10031	0.00052	-1.16693	-127.2989	-2.85196	-0.00428	-0.1021	-0.00194	-0.78029	-103.10707	0.16671	-0.00051	-0.02543	0.00066	1.05481	90.4306	6.27771	0.00347	0.06448	0.00023	-0.37022	132.1256	-7.36596	0.00103	0.02157	-4e-05
1062	-0.32732	256.66633	0.9044	0.00103	0.02775	-0.00169	-0.35589	124.85774	0.39594	0.00034	0.0104	0.00127	0.52465	65.76799	1.2809	0.00116	0.0334	-0.00166	-0.65531	-661.84759	0.17295	-0.00512	-0.16818	-0.00016	-0.10499	-386.94516	0.3438	-0.00229	-0.07716	-0.00074	0.14017	-560.21847	-0.18871	-0.00295	-0.09667	0.00031	0.0159	-484.36362	-0.9731	-0.00314	-0.0853	-0.00069	0.22307	383.33547	-1.94589	0.00278	0.09404	0.00266	0.25449	-7.8124	-0.13293	0.00077	0.02973	-0.00189	0.11272	434.78418	-2.3568	0.00231	0.09664	0.00373	-0.46438	179.44571	-5.2746	0.0013	0.03661	-0.00317	-0.42654	-247.08551	-4.6656	-0.00094	-0.02502	-0.00121	-0.259	230.90438	-0.9916	0.00048	-0.01418	-0.00359	-0.05598	268.02071	-0.7876	0.00086	-0.00268	0.00418
1063	0.29735	-347.13794	2.40246	-0.00099	-0.02507	-0.00011	-0.24405	176.90752	-0.18531	0.0004	0.01783	5e-05	-0.02403	-349.01611	0.7624	-0.00173	-0.05471	-9e-05	0.16653	310.85717	1.56715	0.00093	0.02536	-0.00022	-0.14551	-111.81389	-1.71789	-0.00014	0.0064	0.00082	-0.10692	210.2563	0.0464	0.00045	0.02532	-0.00076	0.32767	-239.87056	1.81326	-0.00099	-0.01928	0.0003	0.16209	-102.57175	-0.68982	-0.00076	-0.01261	-0.00086	-0.45093	62.99611	-4.14171	0.00069	-0.00699	-0.0008	-0.60267	196.88444	-5.00076	0.00167	0.00254	-0.00166	-0.42573	-152.17389	-6.12532	-0.00146	-0.03462	-0.00197	-0.40451	-117.02444	-5.47716	-0.00191	-0.03218	-6e-05	-0.3313	100.63778	-3.81182	-0.00025	-0.01954	-0.00049	-0.367	193.40444	-4.15716	0.0012	-0.00307	0.00015
1064	0.10303	-160.69067	1.744	-0.00114	-0.03034	-0.00137	0.06066	-461.11148	-0.74214	-0.00215	-0.07124	-0.00055	0.10788	-175.83395	-0.51308	-0.00174	-0.01496	0.00082	-0.02506	717.53504	-1.21417	0.00371	0.11738	-0.00089	-0.24684	-521.2353	-1.45818	-0.00172	-0.0834	-0.00193	-0.09977	-73.30546	-1.583	0.00051	-0.0161	-0.0024	-0.25569	159.11129	-2.35444	-0.00093	0.01256	0.00495	-0.18593	398.46246	-0.90875	0.0015	0.04493	-0.00353	-0.07143	-769.94032	1.85286	-0.00379	-0.1341	-0.0005	-0.02993	308.484	3.00667	0.00281	0.04876	0.00263	0.03902	69.66554	1.19	0.0011	0.01814	-0.00275	0.05806	-431.89027	-1.1775	-0.00296	-0.05332	-0.00163	0.12056	-1107.81642	-0.46667	-0.00687	-0.15202	-0.0014	0.0116	1124.20004	0.215	0.00632	0.1854	0.00894
1065	-0.03055	-753.35698	-0.40487	-0.00452	-0.09836	-0.00095	-0.31089	766.72291	-1.83264	0.00368	0.10592	0.00189	-0.01311	-832.56556	-0.66471	-0.00351	-0.0934	-0.00089	0.12637	638.94929	1.43484	0.00173	0.05213	-0.0017	0.03009	-684.73289	-0.13776	-0.0022	-0.07233	-0.00107	-0.34817	583.56741	-1.34175	0.00281	0.05915	-0.00106	-0.05353	-691.68889	-1.12691	-0.0036	-0.09379	-0.00161	0.01009	756.64921	0.64608	0.00497	0.09921	-0.00055	-0.02496	-919.41556	-0.27616	-0.00536	-0.13645	-0.00025	-0.1229	789.96844	-1.10302	0.00433	0.12824	0.00059	-0.37014	-685.55722	-3.13149	-0.00329	-0.09519	0.00081	1.0621	762.99	6.85796	0.00285	0.10398	0.00117	0.56994	-643.06222	4.38584	-0.00183	-0.03735	0.00134	-2.02666	574.27111	-9.21449	0.00093	0.01725	0.0009
1066	-0.37961	-16.05925	-2.66254	0.00032	-0.01013	-0.00048	-0.22893	-24.81716	-1.62471	0.00018	-0.00055	9e-05	0.04615	556.23801	0.76293	0.00194	0.04656	-0.00105	0.09464	-572.16406	1.23051	-0.00193	-0.07154	0.00032	-0.05083	-218.16882	-1.8254	-0.00106	-0.00378	-0.00039	0.42693	142.98314	5.17982	0.00042	0.00237	0.00102	-0.56172	-585.05932	-5.8779	-0.00227	-0.07758	-0.00058	-2e-05	-99.88973	-1.33297	-0.0012	0.0135	0.00011	0.04581	54.05818	2.03127	-0.00142	-0.0293	-0.00094	0.18308	-203.37289	-0.074	-0.00017	0.00365	0.00023	-0.79309	47.65301	-6.4974	-0.00028	0.00236	-5e-05	0.93571	12.26707	8.87693	-0.00074	-0.00526	0.00037	-0.61632	-51.48982	-8.8964	0.00058	0.01138	-0.00034	0.16004	-65.93316	3.9816	-0.00086	0.00891	0.00138
1067	-0.10146	-320.53174	-2.06543	-0.00248	-0.01856	-0.00072	-0.07982	-193.50283	-1.04529	-0.00179	-0.02628	-0.00133	0.22248	159.2899	2.26071	0.00042	0.0059	0.00165	-0.02236	-1126.47942	-0.47293	-0.00736	-0.17491	0.00051	-0.11852	-161.3042	-1.00369	-0.00282	-0.02128	-0.0016	0.29159	552.26929	1.90553	0.00489	0.06555	-0.00256	-0.13214	-665.8551	-2.41629	-0.00308	-0.07212	0.00016	-0.32976	424.10783	-1.93434	0.00201	0.05854	0.00012	0.21317	903.23007	4.41827	0.00791	0.08204	-0.00119	-0.39459	-911.2308	-5.56276	-0.00509	-0.10607	-0.0002	-0.42432	983.0869	-0.28462	0.00429	0.13142	0.00127	0.43123	-664.2516	5.76693	-0.00531	-0.10701	0.00113	-0.04185	-1383.5096	-5.29596	-0.00971	-0.14857	0.00037	-1.33149	1979.4384	-7.36462	0.00807	0.32562	1e-05
1068	-0.08192	-376.13335	-1.46157	-0.0016	-0.03592	-0.00017	0.01977	97.67838	0.10835	0.00042	0.01247	0.00141	0.01175	168.23129	0.39654	0.00076	0.02339	-0.0007	-0.04698	-195.10431	-0.49486	-0.00093	-0.02489	-0.00094	0.06781	-93.68836	0.41211	-0.00038	-0.02028	-0.00131	-0.12649	-504.61745	-1.46433	-0.00216	-0.06151	-0.00092	0.07944	427.07001	1.89613	0.0013	0.02944	-0.00141	-0.07351	-644.63182	-1.49281	-0.00281	-0.07767	0.00057	0.05439	493.7924	1.18804	0.00241	0.05983	-0.00064	-0.03808	-32.02382	0.11964	-0.00065	-0.01502	0.00074	-0.11937	-168.35382	-1.29429	-0.00051	-0.01124	0.00046	0.13046	854.48729	2.51027	0.00443	0.1137	0.00077	-0.23174	-762.39582	-3.68462	-0.00318	-0.06229	0.00053	0.4872	242.94418	2.58138	0.00079	0.01168	0.00137
1069	0.00033	-166.78481	0.02233	-0.0008	-0.02076	-2e-05	-0.14763	-268.42965	-1.32037	-0.00074	-0.02468	-0.00179	0.05586	294.45271	0.7856	0.00113	0.03005	-0.00187	0.02329	-70.37456	-0.08444	-0.0007	-0.01489	-0.00099	-0.11654	-288.04276	-1.85602	-0.00076	-0.01822	-0.00056	0.06934	320.98708	1.01367	0.00135	0.0323	-0.0003	0.01546	-61.67262	0.24521	-0.00128	-0.02747	0.00524	-0.31901	-244.1071	-2.99177	-0.00011	-0.00619	0.00068	-0.02014	91.86427	-0.35396	0.00058	0.01662	-0.00208	0.22155	-68.17262	1.35991	-0.00033	-0.01454	-0.00327	-0.0547	104.17738	0.73954	0.00044	0.01954	-0.00187	-0.09771	299.69227	0.06738	0.0015	0.02333	0.00127	0.34486	-118.77262	2.95204	-0.00112	-0.02506	0.00241	-0.14729	-273.26329	-5.66329	-0.00124	-0.0168	0.00238
1070	0.42792	-730.71805	1.30483	-0.00476	-0.13984	-0.00039	0.73837	555.33789	1.59332	0.004	0.12804	-0.00026	0.13049	-465.29634	1.01573	-0.00326	-0.10278	-3e-05	-0.14254	298.09198	-0.61433	0.00186	0.05795	-0.00066	-0.07524	-525.99069	-0.158	-0.00308	-0.10054	-0.00024	-0.32895	131.61049	-1.19716	0.00097	0.03499	1e-05	-0.43801	-79.91596	-1.46835	-9e-05	-0.0048	6e-05	-0.52529	-377.78615	-2.77989	-0.00157	-0.03905	-0.00104	-0.6867	726.07082	-1.20027	0.00329	0.098	0.00256	-0.86103	-365.65476	-3.9172	-0.00155	-0.03701	0.00048	-0.80053	916.31438	-2.3246	0.00629	0.17211	-0.00128	-0.841	-1131.66484	-0.1316	-0.00938	-0.29376	0.00042	-0.42073	1769.96338	-0.3246	0.01156	0.30819	-0.00283	-0.31714	-2557.62796	6.5664	-0.02117	-0.70407	-0.00195
1071	-0.01562	-231.44681	-1.16344	-0.00095	-0.02062	-0.0011	-0.25037	-102.33339	-2.89859	-0.00028	-0.00022	-0.00044	0.14204	164.5646	2.97296	0.001	0.00868	-3e-05	0.09243	-138.62789	1.30109	-0.00124	-0.03158	-0.00012	-0.31266	-216.79896	-4.71756	-0.00075	-0.01232	-0.00079	0.13014	116.58175	1.80255	0.00047	0.00926	0.00061	0.23645	191.66129	3.23984	0.0008	0.02621	0.00075	-0.3265	-294.80729	-3.76306	-0.00112	-0.02945	-0.0006	-0.08999	270.78393	-1.39093	0.00052	0.02936	-0.00087	0.02853	208.52178	1.97258	0.00065	-0.02013	0.00074	-0.35736	-438.89346	-2.23366	-0.00309	-0.05933	-0.00028	-0.37962	-56.96529	-4.53271	0.00017	0.00841	3e-05	0.43857	278.75671	2.75451	0.00132	0.0379	0.00061	0.67172	-120.92529	5.76551	-0.00053	-0.01716	-0.00036
1072	0.2946	-145.99454	-0.13038	0.00124	0.02482	0.00023	-0.41657	48.82268	-2.04631	0.00095	0.0195	0.00037	-0.17357	175.96527	-0.93768	0.00227	0.05737	-2e-05	-0.1465	124.86651	0.86495	0.00055	-0.01317	-0.00175	-0.23296	-232.401	-2.12682	-0.0011	-0.00962	0.00123	0.1208	-405.12218	1.37997	-0.00439	-0.13843	-0.0017	-0.64618	-650.9864	-3.13737	-0.00433	-0.12649	-0.00175	-0.93293	450.18817	-2.4731	0.00188	0.04203	-0.00143	-0.04587	155.31927	2.96493	-0.00202	-0.04855	-0.00263	1.25796	-849.9728	4.26951	-0.00644	-0.14048	-7e-05	0.1989	25.4111	-0.93129	-0.00032	0.00819	0.00119	-0.18461	129.78093	0.53049	-0.00024	0.00077	0.00252	0.10832	-832.8594	-0.33929	-0.0054	-0.06475	0.00308	-0.20342	-1321.9504	-10.05529	-0.00707	-0.08826	0.00146
1073	-0.16515	-180.20409	-0.52987	-0.00017	-0.00164	-0.00077	0.16079	-449.276	0.83027	-0.00334	-0.07945	-0.00118	0.1947	333.34256	1.89024	0.00197	0.00812	-0.00253	-0.43154	-230.76839	-2.30021	-0.0031	-0.0513	0.00071	-0.06037	-479.74484	1.75699	-0.00317	-0.11539	0.00047	-0.03885	93.80853	0.61337	-9e-05	0.00027	0.00011	-0.70074	-297.59901	-2.47354	-0.00419	-0.08269	-0.00212	0.47285	391.66109	1.51438	0.00373	0.08769	-0.00066	-0.14851	407.58837	-4.34687	0.0033	0.14823	0.00374	0.05411	-590.0263	-1.76229	-0.00226	-0.05385	0.00114	0.2342	-80.73584	1.83663	-0.00083	-0.03395	-0.00125	-0.17658	-1485.25297	-4.48437	-0.00662	-0.16673	-0.00081	0.01016	291.39141	2.40896	0.00109	-0.00383	-0.00382	0.36538	-150.30422	-1.59187	-0.00169	0.02132	0.00278
1074	-0.23149	-212.1154	-1.8751	-0.00138	-0.04115	-0.0003	-0.48144	-386.94194	-1.47201	-0.00292	-0.09012	0.00019	-0.3544	197.34993	-1.7349	0.00134	0.03689	-0.00041	-0.08065	131.71305	2.53459	0.00051	0.01074	-0.00044	0.53154	-332.7814	-2.45589	0.00015	-0.00181	0.00025	0.7197	132.20227	4.39819	-0.00017	0.01701	-0.00134	-0.71258	37.04885	-2.00671	-0.00213	-0.05656	-0.00087	-0.77583	-34.62354	-1.88957	0.00156	-0.01351	0.00025	0.14804	304.74427	-2.20907	0.00219	0.1171	0.00103	0.4442	-104.664	3.59164	-0.00101	-0.02336	0.00082	-0.11556	-468.8019	-0.05529	-0.00195	-0.07718	-0.00236	0.40082	71.53893	0.15938	0.00036	-0.01679	0.00199	-0.76959	710.7156	-5.10729	0.00121	0.08751	-0.00738	0.25153	-653.6684	0.02071	-0.00064	-0.03902	0.00369
1075	-0.01549	103.5749	-1.267	0.00082	0.02968	0.00036	-0.57826	229.22025	-2.7919	0.00102	0.00468	-0.00021	0.10291	7.57982	2.4286	-0.0003	-0.03051	-0.00025	-0.04189	258.24871	-1.20638	0.00181	0.05239	-0.00022	-0.56539	-150.46429	-4.12209	-0.00086	-0.02648	-0.00029	-0.21483	332.29797	2.0213	0.00163	0.01087	-0.00053	0.09251	-368.35296	-1.37662	-0.00222	-0.01132	-0.0001	0.66719	-187.43243	1.21319	-0.00068	0.01513	-3e-05	0.29761	-260.25207	2.5296	-0.00051	-0.00753	-0.00019	-0.51242	-250.60756	-2.26196	-0.00063	-0.02846	-0.00032	0.25656	-914.57912	-0.32762	-0.00619	-0.12778	0.0004	0.28095	-1032.64618	4.06204	-0.00578	-0.2308	-0.0003	-0.84471	-979.62196	-4.00296	-0.00719	-0.14619	-0.00026	0.02771	-1106.97929	0.52738	-0.00538	-0.22367	0.00021
1076	0.08332	-80.91211	0.02365	-8e-05	-0.00936	-0.00476	0.01702	301.31883	0.30464	0.00143	0.04399	0.00373	-0.31914	-341.46257	-2.89527	-0.00078	-0.02498	-0.00269	-0.25561	-145.23222	-1.84	-8e-05	-0.00288	-0.00062	-0.06763	-538.0538	-2.18002	-0.00236	-0.05019	0.00176	0.17886	-168.15151	2.13529	-0.00132	-0.04446	-0.00337	0.21022	350.6751	1.93084	0.00062	0.02873	0.00444	0.14838	111.03217	2.7058	-0.00053	-0.0334	-0.00522	-0.20317	149.6416	-2.02671	0.00015	0.02278	0.00545	-0.10162	-172.9792	0.07951	-0.00017	-0.01852	-0.0038	-0.17426	201.4926	-2.21066	0.00116	0.03968	0.00271	-0.004	-937.41107	-1.53316	-0.00351	-0.10094	-0.00098	0.13432	-263.7894	1.03351	-0.00116	-0.03449	-0.00089	0.29812	642.1156	4.21618	0.00184	0.05554	0.00059
1077	-0.18217	233.3816	-2.54984	0.0021	0.03753	-0.00164	-0.1903	-206.72563	-1.33043	-0.00148	-0.05733	-0.00092	0.08326	-186.81957	0.53611	-0.00221	-0.03459	0.00065	0.25884	-618.77404	0.99263	-0.00357	-0.06142	-9e-05	-0.35578	-312.9574	-2.47322	-0.00227	-0.04955	-0.00145	-0.18582	-112.22529	-1.84889	-0.00062	-0.02428	0.0001	0.40089	256.6766	5.31278	0.00234	0.06237	0.00048	-0.27759	735.46046	-2.75413	0.00447	0.12476	-0.00257	-0.14955	134.62227	-0.21444	0.00041	-0.02777	0.00054	0.0141	-311.092	2.03711	-0.00229	-0.07127	0.00572	0.51576	114.9076	2.69361	-0.00028	0.05072	-0.00422	-0.21262	-60.85973	-5.59333	0.00025	0.00571	-0.00075	-0.09723	-608.3554	-3.90556	-0.00066	-0.08189	0.00208	0.04921	-513.3464	8.71111	-0.00054	-0.05269	-0.00097
1078	0.00687	25.02897	-1.11424	0.00139	0.04009	-0.00049	-0.23658	-99.34068	-1.20657	-0.00085	-0.04541	-0.00056	-0.31911	346.55673	0.49621	0.00178	0.03895	-0.00094	-0.22985	-104.35615	-1.50086	-0.00065	-0.01071	-0.00099	0.47875	-136.8766	1.51318	-0.00042	-0.0371	0.00063	0.06415	-64.12716	1.0759	0.00034	0.01739	-0.00018	-0.34918	203.4109	-1.59821	1e-05	0.01017	0.00234	-0.33322	-625.92331	-2.225	-0.0045	-0.09157	-0.00033	0.12926	186.4764	1.31604	0.00032	0.00394	-0.00166	0.0593	-621.77	-0.12449	-0.00342	-0.07531	-0.00043	0.30107	-1072.8871	0.78971	-0.00713	-0.15879	0.0006	-0.13857	-10.60227	1.07827	-0.00122	-0.01866	0.00047	-0.29129	-904.6236	-3.97262	-0.0069	-0.13155	-7e-05	0.64607	657.0884	5.36871	0.00076	0.02272	-9e-05
1079	0.09158	-307.38889	1.29862	-0.00295	-0.05504	-0.0006	-0.0269	-541.13298	-1.00462	-0.00382	-0.09999	-0.00107	-0.8058	589.71973	-1.9214	0.00598	0.11578	-0.00024	-0.43955	-376.38287	-2.22783	-0.00379	-0.09677	-0.00069	-0.59132	-584.4966	-3.29362	-0.00264	-0.0696	6e-05	0.47733	529.58107	1.07693	0.00377	0.10884	-0.00043	0.13515	249.9139	1.96721	-0.001	0.0162	0.0018	0.88868	35.21897	1.24595	0.00018	-0.0005	0.0003	-0.75108	128.90073	-0.83718	-0.00119	-0.01771	-0.0011	-0.55409	-578.49	0.45911	-0.00501	-0.17416	-0.00021	-0.1746	-71.3236	-1.19112	0.00124	0.02578	0.00057	0.65116	-21.02093	2.84204	-0.00015	-5e-05	0.00025	0.40341	-877.1686	-2.75529	-0.00054	-0.03154	-0.00018	0.0456	1889.2984	0.81871	0.0134	0.36108	-0.00655
1080	-0.01901	127.86684	1.46417	0.00031	0.00592	-0.00085	-0.16587	-210.2309	-1.96209	-0.00087	-0.02605	0.00029	-0.18478	-60.39627	-2.64573	-0.00012	0.0015	-0.00055	0.2315	-27.57	0.73342	-0.00011	-0.00594	0.00074	-0.10271	-199.64942	-2.5546	-0.00064	-0.0207	0.00031	-0.30421	-75.0136	-4.34907	0.00024	0.01572	-0.00076	-0.02702	-137.42841	0.4376	-0.00098	-0.03459	-0.00078	0.23002	-137.9722	4.26217	-0.00109	-0.04218	-0.00046	0.27652	-126.26838	3.8846	-0.00044	-0.00618	0.00121	-0.27089	100.96231	-2.7976	0.00095	0.03837	-0.0011	0.07413	437.12184	1.3621	0.00143	0.03201	-0.00027	0.05852	440.67751	1.1616	0.00157	0.04103	-0.00102	0.3489	-414.44049	1.0216	-0.0018	-0.04909	0.00276	-0.94698	-222.01849	-11.5824	-2e-05	0.0094	-0.00149
1081	0.20038	-388.9721	2.87208	-0.00215	-0.05674	0.00042	-0.39899	-48.06242	-3.60931	-0.00082	-0.0257	-0.00032	-0.22887	-259.74951	-4.31477	0.00039	0.0032	-0.00032	-0.00691	113.64853	-0.73697	0.00026	0.02066	-0.00018	-0.01409	-199.88282	1.50898	-0.0024	-0.07112	0.00034	-0.08939	159.55723	0.90559	0.00114	0.01229	0.00074	-0.1421	521.83196	-2.55141	0.00323	0.09349	-0.00029	-0.14257	-718.22091	-3.84877	-0.00436	-0.10361	-0.0008	-0.25219	595.07404	-1.56216	0.00306	0.07859	-0.00038	0.22737	-356.30849	1.88151	-0.00045	0.01755	7e-05	1.15329	1.74138	8.51101	-0.00128	-0.00365	-0.00046	0.37586	-811.02551	7.55818	-0.0037	-0.16201	-0.00041	-1.0514	1400.80038	-4.77082	0.00514	0.12527	-0.00377	-0.91258	-705.47129	-16.39182	-0.00144	-0.02862	-0.00133
1082	-0.08725	-126.36146	-1.49286	-0.00023	-0.007	0.00058	-0.14539	-194.89729	-2.41077	-0.00058	-0.01332	-0.0041	-0.02411	25.59607	0.78833	-0.00055	-0.00165	0.00245	-0.0495	-44.48651	-0.22909	-0.00013	-0.00282	0.00067	0.02918	133.7724	0.049	0.00136	0.02398	-0.00533	0.25033	18.76796	2.39778	-0.00033	-0.02489	0.00053	0.09009	-144.31635	0.915	-0.00039	-0.00514	0.00411	-0.3642	-261.93646	-4.92714	-0.00096	-0.01416	-0.0034	-0.08941	303.45707	-0.15167	0.00056	0.00875	-0.00519	0.17142	275.538	3.728	0.00108	0.03283	0.00256	-0.20465	-263.2586	-2.665	-0.00066	-0.03451	0.00137	0.3306	122.1104	2.1	-0.00013	-0.00127	-0.00472	-0.36302	-657.8506	-5.405	-0.00256	-0.06955	0.00233	-0.3256	450.6744	0.5	0.00154	-0.00693	0.00773
1083	0.06196	-267.86929	2.10142	-0.00233	-0.0468	0.00039	0.11465	-197.73329	0.05341	-0.00036	-0.01183	-0.0	0.18841	-158.91557	-0.62854	-0.00025	0.0062	-9e-05	-0.35635	509.49611	-1.11364	0.0034	0.05839	-0.00052	0.08121	-398.36856	-0.38422	-0.0031	-0.07884	-0.00173	-0.34252	22.01775	-2.33293	0.00045	0.00466	-0.00196	-0.46792	213.68429	-2.55449	-0.00041	0.0038	-0.0005	-0.38548	133.82071	-4.86097	0.00167	0.02197	0.00053	-0.2597	-376.11673	-1.70438	-0.00284	-0.08615	0.00024	-0.61118	-99.50102	-0.90209	-0.00059	-0.01296	0.00047	-0.52133	291.37054	1.54184	0.00115	0.0606	0.001	0.78669	-48.07796	4.02996	-0.00104	-0.04042	0.00071	0.90908	22.19604	3.10151	-6e-05	0.00936	0.0002	2.25098	-260.42062	7.67751	-0.00165	0.07321	-0.00048
